@relation 'data_inbix-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute Tiny numeric
@attribute NonPolar numeric
@attribute Polar numeric
@attribute 'Bulky properties' numeric
@attribute 'Helix/bend preference' numeric
@attribute 'Double-bend preference' numeric
@attribute 'Flat extended preference' numeric
@attribute pK-C numeric
@attribute ProtFP1 numeric
@attribute ProtFP8 numeric
@attribute Z1 numeric
@attribute R numeric
@attribute I numeric
@attribute P numeric
@attribute VA numeric
@attribute GR numeric
@attribute TR numeric
@attribute RD numeric
@attribute FD numeric
@attribute WD numeric
@attribute DC numeric
@attribute GC numeric
@attribute YC numeric
@attribute GE numeric
@attribute NQ numeric
@attribute PG numeric
@attribute VG numeric
@attribute NH numeric
@attribute PH numeric
@attribute KI numeric
@attribute TI numeric
@attribute KL numeric
@attribute VL numeric
@attribute AK numeric
@attribute YK numeric
@attribute GF numeric
@attribute LF numeric
@attribute AP numeric
@attribute CP numeric
@attribute LP numeric
@attribute GS numeric
@attribute IS numeric
@attribute MS numeric
@attribute TT numeric
@attribute AW numeric
@attribute LW numeric
@attribute RY numeric
@attribute CY numeric
@attribute LY numeric
@attribute PY numeric
@attribute AV numeric
@attribute EV numeric
@attribute QV numeric
@attribute KAA numeric
@attribute FAA numeric
@attribute TNA numeric
@attribute GDA numeric
@attribute LEA numeric
@attribute VEA numeric
@attribute RGA numeric
@attribute GHA numeric
@attribute RIA numeric
@attribute ILA numeric
@attribute GKA numeric
@attribute MMA numeric
@attribute ESA numeric
@attribute LSA numeric
@attribute GYA numeric
@attribute EVA numeric
@attribute KVA numeric
@attribute PVA numeric
@attribute SVA numeric
@attribute ERR numeric
@attribute INR numeric
@attribute GER numeric
@attribute NGR numeric
@attribute EGR numeric
@attribute GGR numeric
@attribute IIR numeric
@attribute TKR numeric
@attribute APR numeric
@attribute ADN numeric
@attribute QEN numeric
@attribute YEN numeric
@attribute DQN numeric
@attribute FTN numeric
@attribute YTN numeric
@attribute AAD numeric
@attribute KLD numeric
@attribute FKD numeric
@attribute HPD numeric
@attribute ISD numeric
@attribute STC numeric
@attribute FAE numeric
@attribute TRE numeric
@attribute VRE numeric
@attribute LNE numeric
@attribute TGE numeric
@attribute AIE numeric
@attribute DLE numeric
@attribute EFE numeric
@attribute DPE numeric
@attribute VSE numeric
@attribute KNQ numeric
@attribute VQQ numeric
@attribute LIQ numeric
@attribute LKQ numeric
@attribute MKQ numeric
@attribute IVQ numeric
@attribute KAG numeric
@attribute ARG numeric
@attribute IRG numeric
@attribute EDG numeric
@attribute LEG numeric
@attribute LHG numeric
@attribute RIG numeric
@attribute LLG numeric
@attribute KLG numeric
@attribute PLG numeric
@attribute IKG numeric
@attribute TKG numeric
@attribute GTG numeric
@attribute HHH numeric
@attribute ALH numeric
@attribute IPH numeric
@attribute GYH numeric
@attribute QAI numeric
@attribute LAI numeric
@attribute SNI numeric
@attribute IDI numeric
@attribute GEI numeric
@attribute EKI numeric
@attribute LSI numeric
@attribute LYI numeric
@attribute KAL numeric
@attribute VAL numeric
@attribute NRL numeric
@attribute NNL numeric
@attribute NDL numeric
@attribute EEL numeric
@attribute EQL numeric
@attribute LGL numeric
@attribute ALL numeric
@attribute ELL numeric
@attribute NKL numeric
@attribute KKL numeric
@attribute TKL numeric
@attribute IPL numeric
@attribute YSL numeric
@attribute KYL numeric
@attribute PYL numeric
@attribute GVL numeric
@attribute GAK numeric
@attribute IRK numeric
@attribute QDK numeric
@attribute KDK numeric
@attribute DQK numeric
@attribute SQK numeric
@attribute YGK numeric
@attribute EIK numeric
@attribute PLK numeric
@attribute GMK numeric
@attribute GYK numeric
@attribute VYK numeric
@attribute ANM numeric
@attribute IDM numeric
@attribute DVM numeric
@attribute QAF numeric
@attribute VRF numeric
@attribute AIF numeric
@attribute IKF numeric
@attribute GSF numeric
@attribute LTF numeric
@attribute VVF numeric
@attribute IAP numeric
@attribute PEP numeric
@attribute LHP numeric
@attribute VLP numeric
@attribute PKP numeric
@attribute LPP numeric
@attribute GSP numeric
@attribute DNS numeric
@attribute LIS numeric
@attribute MKS numeric
@attribute LFS numeric
@attribute PFS numeric
@attribute SFS numeric
@attribute VPS numeric
@attribute STS numeric
@attribute RVS numeric
@attribute QAT numeric
@attribute KRT numeric
@attribute ENT numeric
@attribute GLT numeric
@attribute PLT numeric
@attribute LLW numeric
@attribute SAY numeric
@attribute SDY numeric
@attribute AAV numeric
@attribute IAV numeric
@attribute RNV numeric
@attribute YDV numeric
@attribute TGV numeric
@attribute RHV numeric
@attribute RKV numeric
@attribute SKV numeric
@attribute GFV numeric
@attribute NYV numeric
@attribute IVV numeric
@attribute VVV numeric
@attribute output {0,1}

@data
21.739,48.551,51.449,-0.006696,-0.017754,-0.029855,0.075,-0.052029,-1.066739,0.027826,0.265,0.050725,0.065217,0.065217,0,0,0,0,0.007299,0,0,0,0,0.007299,0,0,0.007299,0.007299,0,0,0,0.014599,0,0,0.007299,0,0,0,0,0.007299,0.007299,0,0,0,0,0.007299,0,0,0.007299,0.007299,0,0.007299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014706,0,0,0,0,0,0,0,0,0,0.007353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.739,48.551,51.449,-0.006696,-0.017754,-0.029855,0.075,-0.052029,-1.066739,0.027826,0.265,0.050725,0.065217,0.065217,0,0,0,0,0.007299,0,0,0,0,0.007299,0,0,0.007299,0.007299,0,0,0,0.014599,0,0,0.007299,0,0,0,0,0.007299,0.007299,0,0,0,0,0.007299,0,0,0.007299,0.007299,0,0.007299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014706,0,0,0,0,0,0,0,0,0,0.007353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.739,48.551,51.449,-0.006696,-0.017754,-0.029855,0.075,-0.052029,-1.066739,0.027826,0.265,0.050725,0.065217,0.065217,0,0,0,0,0.007299,0,0,0,0,0.007299,0,0,0.007299,0.007299,0,0,0,0.014599,0,0,0.007299,0,0,0,0,0.007299,0.007299,0,0,0,0,0.007299,0,0,0.007299,0.007299,0,0.007299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014706,0,0,0,0,0,0,0,0,0,0.007353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.739,48.551,51.449,-0.006696,-0.017754,-0.029855,0.075,-0.052029,-1.066739,0.027826,0.265,0.050725,0.065217,0.065217,0,0,0,0,0.007299,0,0,0,0,0.007299,0,0,0.007299,0.007299,0,0,0,0.014599,0,0,0.007299,0,0,0,0,0.007299,0.007299,0,0,0,0,0.007299,0,0,0.007299,0.007299,0,0.007299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014706,0,0,0,0,0,0,0,0,0,0.007353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.555,56.332,43.668,-0.219555,0.070131,-0.071659,0.020218,-0.025502,-0.424017,0.069039,0.119476,0.056769,0.043668,0.069869,0,0.004386,0.004386,0,0,0,0,0,0,0.008772,0,0.008772,0,0,0,0.004386,0.008772,0,0,0,0,0.004386,0.004386,0.013158,0.008772,0,0.013158,0.004386,0.004386,0.004386,0,0.004386,0,0,0.008772,0,0.008772,0,0.004386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.555,56.332,43.668,-0.219555,0.070131,-0.071659,0.020218,-0.025502,-0.424017,0.069039,0.119476,0.056769,0.043668,0.069869,0,0.004386,0.004386,0,0,0,0,0,0,0.008772,0,0.008772,0,0,0,0.004386,0.008772,0,0,0,0,0.004386,0.004386,0.013158,0.008772,0,0.013158,0.004386,0.004386,0.004386,0,0.004386,0,0,0.008772,0,0.008772,0,0.004386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.123,59.471,40.529,-0.192727,0.061982,-0.092423,0.003084,-0.036167,-0.323568,0.062291,0.004405,0.039648,0.048458,0.066079,0.00885,0,0,0,0,0,0,0,0.004425,0,0.004425,0.00885,0.004425,0,0.004425,0,0.004425,0.004425,0,0,0,0,0,0.00885,0.00885,0.004425,0.00885,0.013274,0,0.00885,0,0.00885,0,0.004425,0.00885,0.004425,0.00885,0,0.004425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0.004444,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,1
37.555,56.332,43.668,-0.219555,0.070131,-0.071659,0.020218,-0.025502,-0.424017,0.069039,0.119476,0.056769,0.043668,0.069869,0,0.004386,0.004386,0,0,0,0,0,0,0.008772,0,0.008772,0,0,0,0.004386,0.008772,0,0,0,0,0.004386,0.004386,0.013158,0.008772,0,0.013158,0.004386,0.004386,0.004386,0,0.004386,0,0,0.008772,0,0.008772,0,0.004386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.555,56.332,43.668,-0.219555,0.070131,-0.071659,0.020218,-0.025502,-0.424017,0.069039,0.119476,0.056769,0.043668,0.069869,0,0.004386,0.004386,0,0,0,0,0,0,0.008772,0,0.008772,0,0,0,0.004386,0.008772,0,0,0,0,0.004386,0.004386,0.013158,0.008772,0,0.013158,0.004386,0.004386,0.004386,0,0.004386,0,0,0.008772,0,0.008772,0,0.004386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.123,59.471,40.529,-0.192727,0.061982,-0.092423,0.003084,-0.036167,-0.323568,0.062291,0.004405,0.039648,0.048458,0.066079,0.00885,0,0,0,0,0,0,0,0.004425,0,0.004425,0.00885,0.004425,0,0.004425,0,0.004425,0.004425,0,0,0,0,0,0.00885,0.00885,0.004425,0.00885,0.013274,0,0.00885,0,0.00885,0,0.004425,0.00885,0.004425,0.00885,0,0.004425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0.004444,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,1
37.555,56.332,43.668,-0.219555,0.070131,-0.071659,0.020218,-0.025502,-0.424017,0.069039,0.119476,0.056769,0.043668,0.069869,0,0.004386,0.004386,0,0,0,0,0,0,0.008772,0,0.008772,0,0,0,0.004386,0.008772,0,0,0,0,0.004386,0.004386,0.013158,0.008772,0,0.013158,0.004386,0.004386,0.004386,0,0.004386,0,0,0.008772,0,0.008772,0,0.004386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.555,56.332,43.668,-0.219555,0.070131,-0.071659,0.020218,-0.025502,-0.424017,0.069039,0.119476,0.056769,0.043668,0.069869,0,0.004386,0.004386,0,0,0,0,0,0,0.008772,0,0.008772,0,0,0,0.004386,0.008772,0,0,0,0,0.004386,0.004386,0.013158,0.008772,0,0.013158,0.004386,0.004386,0.004386,0,0.004386,0,0,0.008772,0,0.008772,0,0.004386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.123,59.471,40.529,-0.192727,0.061982,-0.092423,0.003084,-0.036167,-0.323568,0.062291,0.004405,0.039648,0.048458,0.066079,0.00885,0,0,0,0,0,0,0,0.004425,0,0.004425,0.00885,0.004425,0,0.004425,0,0.004425,0.004425,0,0,0,0,0,0.00885,0.00885,0.004425,0.00885,0.013274,0,0.00885,0,0.00885,0,0.004425,0.00885,0.004425,0.00885,0,0.004425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0.004444,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,1
37.555,56.332,43.668,-0.219555,0.070131,-0.071659,0.020218,-0.025502,-0.424017,0.069039,0.119476,0.056769,0.043668,0.069869,0,0.004386,0.004386,0,0,0,0,0,0,0.008772,0,0.008772,0,0,0,0.004386,0.008772,0,0,0,0,0.004386,0.004386,0.013158,0.008772,0,0.013158,0.004386,0.004386,0.004386,0,0.004386,0,0,0.008772,0,0.008772,0,0.004386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.555,56.332,43.668,-0.219555,0.070131,-0.071659,0.020218,-0.025502,-0.424017,0.069039,0.119476,0.056769,0.043668,0.069869,0,0.004386,0.004386,0,0,0,0,0,0,0.008772,0,0.008772,0,0,0,0.004386,0.008772,0,0,0,0,0.004386,0.004386,0.013158,0.008772,0,0.013158,0.004386,0.004386,0.004386,0,0.004386,0,0,0.008772,0,0.008772,0,0.004386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.123,59.471,40.529,-0.192727,0.061982,-0.092423,0.003084,-0.036167,-0.323568,0.062291,0.004405,0.039648,0.048458,0.066079,0.00885,0,0,0,0,0,0,0,0.004425,0,0.004425,0.00885,0.004425,0,0.004425,0,0.004425,0.004425,0,0,0,0,0,0.00885,0.00885,0.004425,0.00885,0.013274,0,0.00885,0,0.00885,0,0.004425,0.00885,0.004425,0.00885,0,0.004425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0.004444,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004444,0,0,0,0,0,0,0,0,0,0,1
29.358,55.505,44.495,-0.178612,-0.080252,-0.119128,-0.020849,-0.05461,-0.54172,0.013372,0.141399,0.050459,0.061927,0.036697,0.004598,0.006897,0.002299,0,0.004598,0,0.002299,0.002299,0,0.002299,0.004598,0.006897,0.013793,0,0.004598,0.004598,0,0.004598,0.009195,0.004598,0,0.006897,0.002299,0.002299,0,0.004598,0.004598,0.002299,0,0.006897,0,0,0.002299,0,0,0,0.006897,0.009195,0.002299,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0.002304,0,0.002304,0,0,0,0,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004608,0.002304,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002304,0.002304,0,0,0.002304,0,0.002304,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002304,0,0,0,0.002304,0,0,0,0,0.002304,1
29.358,55.505,44.495,-0.178612,-0.080252,-0.119128,-0.020849,-0.05461,-0.54172,0.013372,0.141399,0.050459,0.061927,0.036697,0.004598,0.006897,0.002299,0,0.004598,0,0.002299,0.002299,0,0.002299,0.004598,0.006897,0.013793,0,0.004598,0.004598,0,0.004598,0.009195,0.004598,0,0.006897,0.002299,0.002299,0,0.004598,0.004598,0.002299,0,0.006897,0,0,0.002299,0,0,0,0.006897,0.009195,0.002299,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0.002304,0,0.002304,0,0,0,0,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004608,0.002304,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002304,0.002304,0,0,0.002304,0,0.002304,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002304,0,0,0,0.002304,0,0,0,0,0.002304,1
29.358,55.505,44.495,-0.178612,-0.080252,-0.119128,-0.020849,-0.05461,-0.54172,0.013372,0.141399,0.050459,0.061927,0.036697,0.004598,0.006897,0.002299,0,0.004598,0,0.002299,0.002299,0,0.002299,0.004598,0.006897,0.013793,0,0.004598,0.004598,0,0.004598,0.009195,0.004598,0,0.006897,0.002299,0.002299,0,0.004598,0.004598,0.002299,0,0.006897,0,0,0.002299,0,0,0,0.006897,0.009195,0.002299,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0.002304,0,0.002304,0,0,0,0,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004608,0.002304,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002304,0.002304,0,0,0.002304,0,0.002304,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002304,0,0,0,0.002304,0,0,0,0,0.002304,1
29.358,55.505,44.495,-0.178612,-0.080252,-0.119128,-0.020849,-0.05461,-0.54172,0.013372,0.141399,0.050459,0.061927,0.036697,0.004598,0.006897,0.002299,0,0.004598,0,0.002299,0.002299,0,0.002299,0.004598,0.006897,0.013793,0,0.004598,0.004598,0,0.004598,0.009195,0.004598,0,0.006897,0.002299,0.002299,0,0.004598,0.004598,0.002299,0,0.006897,0,0,0.002299,0,0,0,0.006897,0.009195,0.002299,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0.002304,0,0.002304,0,0,0,0,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004608,0.002304,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002304,0.002304,0,0,0.002304,0,0.002304,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002304,0,0,0,0.002304,0,0,0,0,0.002304,1
23.364,50.467,49.533,-0.067103,-0.315234,-0.274112,0.137383,-0.031121,-0.628131,-0.074486,0.162243,0.084112,0.028037,0.037383,0,0,0.018868,0,0,0,0,0,0,0.009434,0,0,0,0,0,0,0.009434,0,0.009434,0,0,0,0,0.009434,0,0.009434,0.009434,0,0.009434,0,0,0,0,0,0,0.009434,0,0.009434,0,0.009524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009524,0.009524,0,0,0,0.009524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
